Year_Month,aal,aapl,abbv,baba,bac,csco,dal,dis,fb,ge,intc,jnj,ko,msft,nvda,orcl,pfe,pg,pypl,t,tsla,tsm,v,aal_vol,aapl_vol,abbv_vol,baba_vol,bac_vol,csco_vol,dal_vol,dis_vol,fb_vol,ge_vol,intc_vol,jnj_vol,ko_vol,msft_vol,nvda_vol,orcl_vol,pfe_vol,pg_vol,pypl_vol,t_vol,tsla_vol,tsm_vol,v_vol
2005-10,0.1746786482870936,0.07423996163440545,,,0.03895488421683049,-0.02622806512879176,,0.009946314752005784,,0.007127813241537347,-0.0466532761386549,-0.01042976647406132,-0.009492580817235936,-0.0011657316527368673,-0.021294882628903476,0.022580908134791394,-0.12935489684360402,-0.053570678174936055,,0.008568696842133882,,-0.017031639946274085,,,0.022988243542058917,,,0.00820503715674171,0.012568954677945223,,0.012004258707541028,,0.008342092549699458,0.012970504496070786,0.00827502104588407,0.006802300345028594,0.006202059413646467,0.01523622019036582,0.020777547667412577,0.010597066001829778,0.009577798755722485,,0.007728382294964102,,0.015081217426508918,
2005-11,0.36102089308265295,0.17763523169075043,,,0.06048908503943053,0.005157621829396799,,0.022979024241189454,,0.05337650898806962,0.13921944167214453,-0.008728951925455595,0.011132273694394283,0.08020009337554644,0.07749580866540173,-0.006309557657137092,-0.016447459875924688,0.021432279223124514,,0.044444644124756266,,0.18564351909320378,,0.022552429680987883,0.03265171332973071,,,0.009311794278012943,0.010067544159911646,,0.01189238740948842,,0.011401978753834517,0.00997587260502947,0.013739801222376925,0.006942384572904214,0.011410895378668913,0.01973855424231404,0.015240750153599013,0.021933111163582878,0.009197296927561818,,0.010296575151329047,,0.015166309276398804,
2005-12,0.10568644010065736,0.06001149565643707,,,0.005665639575564945,-0.023944799545756238,,-0.02814583768482694,,-0.011480114274355182,-0.0644677184899402,-0.026720917742936945,-0.055750674039673744,-0.055274700445823666,0.011341915390390313,-0.030952079432392268,0.09999973039949159,0.01206504459790327,,-0.016860555150247085,,0.03444667535624504,,0.030290700564966452,0.01822124973873158,,,0.007032350951752977,0.012148373706876821,,0.009532577165617406,,0.009453723981003831,0.016036160246722355,0.011045461166333537,0.0068085183666611974,0.006595005979289625,0.027934125990152856,0.013864810827456088,0.011258156918477024,0.00687869049024883,,0.008286563144800332,,0.015507977534790256,
2006-01,-0.2100162683506494,0.050354579672671054,,,-0.04160330090705635,0.08469549136405848,,0.055903368651082835,,-0.06562079808985917,-0.1482379610298827,-0.042595133918772836,0.0265442072366763,0.07648179230430859,0.22975891659887157,0.029484082626752818,0.10120062865209442,0.02823294683231276,,0.07392806553920918,,0.08980823154784687,,0.021332222985190837,0.019752928005878693,,,0.0063006647730965495,0.006887736191553697,,0.007573259800188052,,0.005933674091641062,0.012739675852478278,0.005724120378536688,0.004262643402306685,0.004592673834418749,0.013642263177600271,0.012010620065168523,0.02417636114920541,0.009864088289717184,,0.006422910308989708,,0.02024111284243132,
2006-02,0.12781199991201106,-0.0929674741060753,,,0.036625853336320915,0.08993030135805301,,0.10588682230965023,,0.011481934419492522,-0.026451395170447516,0.0075863868854278765,0.014257924161493706,-0.042236042866564814,0.048265271865315706,-0.011933209829615363,0.02967350364690279,0.011818308906306202,,0.06319853635287827,,-0.09907400440283484,,0.04024924737232186,0.028683486621471143,,,0.008551022898404577,0.01642696201231744,,0.016098607885311873,,0.009911452168755453,0.028250238789637682,0.012994847342090958,0.0086207520846746,0.014093929123793834,0.022594196970895965,0.014995277023273716,0.017119872795129006,0.007927202398267387,,0.008517902841305535,,0.02695640397071038,
2006-03,0.20882427930222136,-0.08424589564090625,,,0.004190040939483737,0.07065251290587135,,-0.0035726773859446727,,0.058107798807256264,-0.05533995696814266,0.027233635106836164,0.012291839235976787,0.012653765009469036,0.21493755907147416,0.1022542487223881,-0.04849127195357444,-0.03837787006891067,,-0.019934775970972304,,0.03391572814358003,,0.02404799788784376,0.031202732228657964,,,0.006479259489769652,0.01920914852678931,,0.017638700510782604,,0.008102044411572135,0.013428072056922315,0.00888536293207273,0.00687019383713212,0.00824961410313487,0.022768504792634554,0.008933133965808778,0.017687809741100093,0.008478513399762057,,0.010099535643555747,,0.015904285487427068,
2006-04,0.08150021850494064,0.12228984649512444,,,0.09617914814742604,-0.03322594610043543,,0.0025098826995971902,,-0.005462974662303144,0.026721635886862976,-0.010300570318573841,0.002149388007499245,-0.11245891444087827,0.02060761474269819,0.06574154527504807,0.016452485161723786,0.01567053541215373,,-0.018650446470882816,,0.041749617202876385,,0.02749245990322303,0.02338911934049671,,,0.006576130234065873,0.014358318967301484,,0.009434493863951074,,0.008094518701562987,0.00900900811848902,0.005655838009177493,0.005759066937932651,0.007994691584960384,0.022823458888324582,0.011944818390203634,0.007528453561778379,0.00994899894054344,,0.011599788978089328,,0.01703649375471196,
2006-05,0.07951917399080481,-0.15087392571527158,,,-0.020390984102490347,-0.06062029967363772,,0.09084403320970683,,-0.009540094787650067,-0.09347069422153687,0.03384708548697061,0.049332532040035744,-0.058454566079318954,-0.21355219328391706,-0.02535987767486414,-0.05705822424376519,-0.06802985303171924,,-0.005722768797893436,,-0.0963741053899321,,0.03400093411874001,0.031819518902535586,,,0.009327128085661813,0.01355767601791741,,0.010160679533846443,,0.009193224409811492,0.01266796263277542,0.004578665917313309,0.005659396304239464,0.026955090036035773,0.022120912192512387,0.011300012248428276,0.008987912246674544,0.006391391691284541,,0.010104972266365548,,0.014720607211252264,
2006-06,0.0822269165317871,-0.0418271603565986,,,-0.0061981321603849,-0.007621841084459122,,-0.016393393891235872,,-0.030458481309525446,0.0543842623068766,-0.004981976906393979,-0.008748091350579624,0.028697703456261093,-0.07354252902162735,0.018987338315001212,-0.008030743686095049,0.024885116488030292,,0.0702224030272663,,0.043499824749580966,,0.036450351799601814,0.01854811248022026,,,0.009239513739813552,0.017214362600845603,,0.01247069241892747,,0.006675163839946109,0.01489191456351955,0.006890798905014348,0.008475611917506756,0.015291873332865143,0.028268754587592773,0.012794020089550948,0.009823062657355289,0.010354428135350903,,0.01156595908829729,,0.01761796420318033,
2006-07,-0.0959636686625321,0.18665960820121025,,,0.07130942846115046,-0.08448553710711051,,-0.010333292805146443,,-0.008191926240001897,-0.052631803408828864,0.04389172161196278,0.034402101662802324,0.032617747425807,0.039925067211125854,0.033126458251840726,0.10737094667224084,0.016437014787541615,,0.0882651513846693,,-0.05555531124371185,,0.03424163435764258,0.02659871011296988,,,0.011544972705027553,0.01816131389437086,,0.012594382272187767,,0.007096230068856578,0.018234527464225957,0.0076257814269399555,0.0054769716517485785,0.011912806966197668,0.03572343148882438,0.018249900838588722,0.010339760139639442,0.011192321483428238,,0.00967241561231481,,0.024718644633193544,
2006-08,-0.07528999775318772,-0.0016184901185483196,,,0.0096485183308127,0.22986561286410387,,-0.0013472445771174197,,0.04190894184317642,0.09343825725030998,0.039731932926653946,0.006966327453994884,0.072096682535511,0.31481468341265195,0.04609197937828886,0.07022676970066964,0.10142351239299424,,0.03801285665222927,,0.07381773640545751,,0.03572130850336474,0.03430565642334672,,,0.009741955714590142,0.015436308623724934,,0.014878184500916766,,0.008933537906829282,0.02623179560781964,0.005053911913501413,0.007418955948993838,0.017867908341278865,0.04802131022286036,0.013671234368536544,0.015344011775080808,0.009365948312461216,,0.01341511936308954,,0.02537447694486059,
2006-09,0.04923079368958911,0.13456110488053422,,,0.04080068991452367,0.045020648903068373,,0.04249576957774811,,0.044158406490592564,0.05109875745583841,0.0043304173370127845,0.011097670634664845,0.06420252574830354,0.01648891968535172,0.13282240896453815,0.029027442305568127,0.0012925042213351948,,0.045936586436547425,,0.03114922385811864,,0.039625202673763946,0.0180141477084579,,,0.006014639864609068,0.032321841394573135,,0.011097295199172685,,0.00644904197115036,0.01415452948667188,0.00518905536180207,0.004497383807974141,0.011019762684645293,0.03690437572360462,0.011783057142734905,0.008793614357733464,0.010336290065086084,,0.008734350647846218,,0.018950598060102884,
